D066385738,2971,性別教育與服務-學習
D0605579,1317,機率論
D0617584,1352,計算機視覺
D0693570,2164,企業電子化
D005769322,1288,普通物理-電、磁、光實驗
D0953977,2980,從空間看世界
D044277246,2170,國際企業管理
D027922118,1319,資料庫系統
D035772514,1299,微積分(二)實習
D067530342,2163,行銷管理個案研究
D020276287,2894,宗教與人生
D0963112,1321,系統分析與設計
D033590103,1331,計算機結構學
D081262076,2189,科技應用與金融服務
D0545509,1286,程式設計(III)
D086867139,2140,班級活動
D056567564,1356,資料探勘
D043081882,2968,心理劇與自我成長
D063384420,2165,消費者行為
D082927172,1283,邏輯設計實習
D016084780,1281,線性代數
D0610401,2186,企業管理實務
D0683530,1296,程式設計(III)
D083615061,2004,人工智慧概論與實務
D017662659,2963,服務學習專題
D030003811,1282,邏輯設計
D036856473,1968,超大型積體電路設計導論
D064587516,2928,奈米科技與生活
D0797261,2942,音樂、語言與大腦
D072237458,1290,微積分(二)
D094354829,1307,系統程式
D093892711,1306,機率論
D091250285,1313,資訊與網路安全
D005404445,2176,人力資源發展
D054140103,2976,初階智慧型創新
D0543393,1283,邏輯設計實習
D098273461,1289,微積分(二)實習
D0746441,2145,經濟學(二)實習
D004752615,2929,殺蟲劑與生活
D0887563,2873,希臘羅馬神話故事與西洋藝術
D001664133,2987,專利撰寫實務
D0940558,2168,企業倫理與社會責任
D0543419,2900,電影藝術專題講座　
D035190899,1303,邏輯設計實習
D091308016,1302,邏輯設計
D050527663,1356,資料探勘
D096243848,2975,台灣的政府與政治
D063138955,2890,台灣民間信仰
D0575763,2929,殺蟲劑與生活
D0978627,3812,音樂劇演唱技巧
D081185863,1274,班級活動
D046208224,2982,智慧的天空之眼
D031790956,1289,微積分(二)實習
D003211809,2150,商事法
D085001169,1320,機率論
D023509528,2950,智慧財產之保護與實務
D010548721,1307,系統程式
D0925031,3027,生活中的工程與科技
D0686875,1284,班級活動
D012240517,1315,系統程式
D091485168,1282,邏輯設計
D0561157,2171,管理資訊系統
D0968311,1354,無線隨意與感測網路技術與應用
D030426511,2931,衛星科技應用
D0858518,2190,流通管理
D016285019,1288,普通物理-電、磁、光實驗
D011121381,1294,班級活動
D0727371,2995,鑽石寶石及翡翠玉石之賞析鑑定
D0939106,1278,普通物理-電、磁、光實驗
D0928475,3828,Android Apps創意程式設計
D074361519,1298,普通物理-電、磁、光實驗
D027348239,2890,台灣民間信仰
D005339723,1299,微積分(二)實習
D0794418,1319,資料庫系統
D026190921,1335,計算機演算法
D0772854,1319,資料庫系統
D0517538,2899,當代文學閱讀與寫作
D093257121,2135,會計學(二)實習
D067980574,2947,戀愛心理學
D056361353,1319,資料庫系統
D0765361,1341,計算機演算法
D030686229,2151,組織行為
D083653087,3812,音樂劇演唱技巧
D063819823,1286,程式設計(III)
D0762288,2132,班級活動
D0771658,2139,資訊網路
D0854260,2154,管理科學
D0500716,2957,大陸問題研究
D042605683,2190,流通管理
D0887120,1340,計算機結構學
D0968044,2158,統計學(二)
D058893104,1283,邏輯設計實習
D007677571,1278,普通物理-電、磁、光實驗
D066499589,2156,商事法
D0772339,3810,逢甲夜市雙語導覽設計(2)
D039198716,1319,資料庫系統
D088492612,1302,邏輯設計
D0655529,1309,機率論
D066601784,2143,會計學(二)實習
D066213987,1307,系統程式
