D0963662,3817,iOS APP程式設計
D072959916,2171,管理資訊系統
D000359375,1329,電子商務安全
D084453501,2180,投資組合管理
D0622339,3031,食品衛生與安全
D002230924,2143,會計學(二)實習
D0740484,2950,智慧財產之保護與實務
D082732615,1305,資料庫系統
D073255871,2974,非商業背景會計學
D058463659,1280,微積分(二)
D0769548,2180,投資組合管理
D021446108,1335,計算機演算法
D004712923,2958,民法實用
D0835769,2177,文化創意經營策略
D0559590,2158,統計學(二)
D0907494,1320,機率論
D0798132,2177,文化創意經營策略
D0664522,1296,程式設計(III)
D099041502,2170,國際企業管理
D003656693,2152,統計學(二)
D0538109,3048,彩排與公演
D0528772,2996,劇場服裝設計及製作
D071100920,3028,智慧城市與行動應用
D083793288,1309,機率論
D074804757,3767,全民國防教育軍事訓練(二)
D025608465,2912,電影與性別
D025291063,2184,職場英文
D0635375,2905,批判思考
D055667722,2170,國際企業管理
D0835468,3767,全民國防教育軍事訓練(二)
D078092617,2137,經濟學(二)實習
D0633136,1302,邏輯設計
D012647859,2184,職場英文
D051891688,1289,微積分(二)實習
D064357058,1308,資料庫系統
D083457807,2973,行政領導與人脈經營
D066356691,1289,微積分(二)實習
D0851485,3012,衣藝美學與科技時尚
D067466191,1300,微積分(二)
D095251745,2194,行銷管理
D044323356,2144,經濟學(二)
D0670431,3025,衛星科技應用
D0881502,2961,住宅問題研究
D0958996,2873,希臘羅馬神話故事與西洋藝術
D0524308,2142,會計學(二)
D016739864,1276,程式設計(III)
D0550430,2938,材料與生活
D0850574,2939,智慧城市無所不在的監測系統
D093364553,1283,邏輯設計實習
D0839136,1290,微積分(二)
D037437275,2151,組織行為
D040977423,2966,婚姻與家庭
D0948867,3780,全民國防教育軍事訓練(二)
D036258888,2925,國防科技與產業發展
D087441796,2930,認識天然災害
D0780089,3031,食品衛生與安全
D094868418,2168,企業倫理與社會責任
D045176951,1335,計算機演算法
D082251727,2902,應用文
D087987294,2175,管理資訊系統
D082092801,1317,機率論
D006666972,2952,心理學整合與發展
D079210270,1309,機率論
D0636382,1290,微積分(二)
D011177586,2151,組織行為
D001860764,2143,會計學(二)實習
D050221554,1306,機率論
D0605667,1291,線性代數
D089397190,2156,商事法
D061966543,1293,邏輯設計實習
D008414380,2934,醫學與人生
D051813185,1280,微積分(二)
D042746874,2194,行銷管理
D059256991,3780,全民國防教育軍事訓練(二)
D031515177,2136,經濟學(二)
D000706568,1308,資料庫系統
D0621090,1348,資訊專題研討(二)
D026597966,1313,資訊與網路安全
D0706440,1317,機率論
D010378656,2977,初階智慧型創新
D095490069,1296,程式設計(III)
D059737698,1305,資料庫系統
D093803229,2174,國際企業管理
D029799442,1303,邏輯設計實習
D077469045,2886,台灣民間信仰
D038196010,2174,國際企業管理
D011483342,3001,事業創新
D096766712,3767,全民國防教育軍事訓練(二)
D071046303,1284,班級活動
D0609014,2174,國際企業管理
D0846120,2975,台灣的政府與政治
D002588087,1325,UNIX應用與實務
D059625612,2203,網路行銷
D0772839,1284,班級活動
D021950964,2193,職場實務
D026756639,3829,Android Apps創意程式設計
D0539302,1361,資訊專題研討(四)
D083253188,2174,國際企業管理
D0533743,1337,計算機結構學
D0670135,1281,線性代數
