D001668865,2171,管理資訊系統
D0662798,2890,台灣民間信仰
D0629799,2171,管理資訊系統
D0987226,2149,管理與統計
D072322062,2194,行銷管理
D063553185,1300,微積分(二)
D033413129,1276,程式設計(III)
D0732533,1349,具體數學
D032678215,1349,具體數學
D0942847,1335,計算機演算法
D0833127,2175,管理資訊系統
D009242630,3829,Android Apps創意程式設計
D091615688,2969,心理劇與自我成長
D040114248,2906,批判思考
D0556417,1274,班級活動
D079225021,2954,教育的理論與實踐
D0516796,1349,具體數學
D0528773,1340,計算機結構學
D028193777,2154,管理科學
D0660278,2963,服務學習專題
D028571346,1301,線性代數
D082229771,1320,機率論
D093548618,2196,財務管理
D044242312,2163,行銷管理個案研究
D0544005,2961,住宅問題研究
D0922249,3811,讀劇表演
D073963684,1360,敏捷開發
D0694479,1320,機率論
D0614528,3820,體育玩很大：創意運動課程設計
D012437177,1337,計算機結構學
D004078869,1274,班級活動
D0790583,2179,服務科學與創新
D099721190,1324,資訊與網路安全
D020772680,3029,3D城市與數位校園
D098629992,2901,應用文
D0695027,2893,宗教與人生
D0612538,1349,具體數學
D0507435,1325,UNIX應用與實務
D006192143,2956,管理面面觀
D001218756,1971,雲端應用系統開發
D0917654,2181,作業管理個案研究
D0544100,2196,財務管理
D021587634,2971,性別教育與服務-學習
D005209019,1280,微積分(二)
D0870164,2142,會計學(二)
D0754453,3035,社會學與生活體驗
D089614587,2893,宗教與人生
D074860494,3892,打造自我品牌─職能加值課程
D003322611,1283,邏輯設計實習
D0805105,2891,生死與哲學
D072026113,1290,微積分(二)
D0551362,2872,希臘羅馬神話故事與西洋藝術
D0836537,2864,人生哲學
D0544980,2891,生死與哲學
D000869577,2142,會計學(二)
D076185229,1341,計算機演算法
D077256843,2987,專利撰寫實務
D004172956,2198,數量方法
D052848544,1348,資訊專題研討(二)
D066972099,2898,現代散文
D029730926,1283,邏輯設計實習
D0618747,1320,機率論
D041165591,1274,班級活動
D023747180,2870,詩詞欣賞
D075889371,3767,全民國防教育軍事訓練(二)
D0960958,2154,管理科學
D052767593,1302,邏輯設計
D099434274,2157,組織行為
D0606870,3828,Android Apps創意程式設計
D010793527,1335,計算機演算法
D057738031,3767,全民國防教育軍事訓練(二)
D090451676,2143,會計學(二)實習
D054146969,2132,班級活動
D065873281,3780,全民國防教育軍事訓練(二)
D039541994,1306,機率論
D0997743,2965,社會形象創造專題
D017193597,2153,統計學(二)實習
D089799284,2002,地理資訊於APPS之應用
D0900481,1310,系統分析與設計
D0814269,2998,性別與新飲食文化探索
D0715919,2888,台灣民間信仰
D0739617,1315,系統程式
D000550802,1294,班級活動
D038100666,1298,普通物理-電、磁、光實驗
D057065052,1332,計算機演算法
D059239499,2881,文學與生活
D073960959,2136,經濟學(二)
D0517137,3030,氣候變遷對臺灣之衝擊
D0773165,1308,資料庫系統
D0920108,2203,網路行銷
D084761620,3779,全民國防教育軍事訓練(二)
D013294878,1280,微積分(二)
D0973106,1286,程式設計(III)
D003668849,2947,戀愛心理學
D0769690,2170,國際企業管理
D0888931,3818,iOS APP程式設計
D020295431,1300,微積分(二)
D0883017,1304,系統程式
D018346626,2001,電子商務安全
D0853173,1288,普通物理-電、磁、光實驗
