D0571344,2156,商事法
D0831874,2188,投資管理實務(二)
D0945805,2876,日本歷史與文化
D0626148,2194,行銷管理
D0937961,1288,普通物理-電、磁、光實驗
D076128141,3767,全民國防教育軍事訓練(二)
D0983461,1317,機率論
D087180695,2189,科技應用與金融服務
D033753867,2135,會計學(二)實習
D090708541,1274,班級活動
D0957318,3045,空間資訊與智慧生活
D046368805,1341,計算機演算法
D094432503,2191,期貨與選擇權
D067470815,2889,台灣民間信仰
D048079198,1316,資料庫系統
D0705275,1317,機率論
D0743170,2864,人生哲學
D0713574,1340,計算機結構學
D086459044,2898,現代散文
D040578651,2136,經濟學(二)
D0701201,2878,日本歷史與文化
D011137382,2154,管理科學
D0809855,1300,微積分(二)
D047719330,1293,邏輯設計實習
D056161922,2156,商事法
D067045785,3767,全民國防教育軍事訓練(二)
D048205597,1294,班級活動
D062121385,2908,旅遊與多元學習	
D0505026,3767,全民國防教育軍事訓練(二)
D0854260,2151,組織行為
D0967173,2862,人生哲學
D000083065,3779,全民國防教育軍事訓練(二)
D0887389,1315,系統程式
D0842167,2865,人生哲學
D066526766,3011,從人類學看世界
D037348946,2143,會計學(二)實習
D007832383,2154,管理科學
D0512365,2902,應用文
D069713026,2153,統計學(二)實習
D0830553,1280,微積分(二)
D0601400,2152,統計學(二)
D094012224,1298,普通物理-電、磁、光實驗
D038475177,2926,創新綠色科技
D021423956,3899,電子商務與大數據
D0534648,3780,全民國防教育軍事訓練(二)
D097034308,2170,國際企業管理
D015198914,2954,教育的理論與實踐
D094772524,2140,班級活動
D0670791,3033,智慧財產之保護與實務
D0818016,2905,批判思考
D052964176,1332,計算機演算法
D0626092,3024,全球暖化與綠色環境設計
D0592910,2135,會計學(二)實習
D0603129,2956,管理面面觀
D0915692,2158,統計學(二)
D075252601,1346,文獻研討(二)
D040198163,2144,經濟學(二)
D0609215,2941,環境教育
D004044567,2189,科技應用與金融服務
D012408306,2891,生死與哲學
D0580982,1293,邏輯設計實習
D087907865,3008,創意運動英文學習
D030911505,1316,資料庫系統
D069007507,2168,企業倫理與社會責任
D026338736,1307,系統程式
D002324005,1332,計算機演算法
D084998927,1335,計算機演算法
D075807931,2153,統計學(二)實習
D092379336,1973,人工智慧概論與實務
D043391998,1302,邏輯設計
D0995653,3808,英文科學導讀(二)
D002763606,1290,微積分(二)
D0552812,2160,管理科學
D0915371,2202,服務業行銷
D044210380,1341,計算機演算法
D057454207,2871,詩詞欣賞
D090353512,2156,商事法
D068440688,3001,事業創新
D046248510,1334,計算機結構學
D039683472,1302,邏輯設計
D001851090,1300,微積分(二)
D0536950,3780,全民國防教育軍事訓練(二)
D023193710,1289,微積分(二)實習
D0921246,2931,衛星科技應用
D0665857,2190,流通管理
D038320781,2156,商事法
D056740325,2156,商事法
D0711134,3037,民法實用
D0822793,2975,台灣的政府與政治
D040790381,1298,普通物理-電、磁、光實驗
D0798707,1302,邏輯設計
D036363179,2151,組織行為
D039880413,3780,全民國防教育軍事訓練(二)
D010307373,2138,管理學
D003071007,2176,人力資源發展
D052900426,2958,民法實用
D0780324,3041,現代韓國社會和文化
D099126889,2877,日本歷史與文化
D055132213,2144,經濟學(二)
D095193540,3889,春雨講堂-生活的奧義
