D0554208,2186,企業管理實務
D0884000,3828,Android Apps創意程式設計
D096874783,2156,商事法
D005728886,2949,智慧財產之保護與實務
D055529181,2171,管理資訊系統
D008024015,2140,班級活動
D0768964,2935,醫學與人生
D040623887,3780,全民國防教育軍事訓練(二)
D0763882,2165,消費者行為
D059644002,1971,雲端應用系統開發
D097102120,2906,批判思考
D064887173,2138,管理學
D048524346,2194,行銷管理
D012467242,1341,計算機演算法
D076352751,1300,微積分(二)
D0621169,1277,程式設計(IV)
D0952466,3780,全民國防教育軍事訓練(二)
D0856898,2184,職場英文
D020342098,1312,物件導向設計實習
D052849435,1356,資料探勘
D076346347,1311,物件導向設計
D0993181,1288,普通物理-電、磁、光實驗
D0911446,1315,系統程式
D0739353,2983,智慧綠台灣
D0638069,1302,邏輯設計
D078459359,1305,資料庫系統
D0624384,2977,初階智慧型創新
D097885962,2885,台灣民間信仰
D0505357,2928,奈米科技與生活
D030114944,2154,管理科學
D025331233,1304,系統程式
D056665918,1286,程式設計(III)
D063188493,2134,會計學(二)
D044188788,2910,台灣環境與永續生活
D0778893,1307,系統程式
D002999937,1319,資料庫系統
D0594875,2145,經濟學(二)實習
D000131889,2154,管理科學
D017077996,2920,生活中之物理
D052323881,1308,資料庫系統
D048783682,1284,班級活動
D010544013,1341,計算機演算法
D0751772,3014,築橋創新競賽
D0919460,2143,會計學(二)實習
D092297845,1320,機率論
D026970202,1306,機率論
D074616718,2153,統計學(二)實習
D0780000,3026,綠能與環境
D0780087,3767,全民國防教育軍事訓練(二)
D0567025,2143,會計學(二)實習
D018741414,1299,微積分(二)實習
D008029249,2004,人工智慧概論與實務
D0997466,1291,線性代數
D077676467,2898,現代散文
D0731369,3048,彩排與公演
D0715723,2863,人生哲學
D038983351,2926,創新綠色科技
D0631442,1346,文獻研討(二)
D098619191,1282,邏輯設計
D0987855,2877,日本歷史與文化
D0792089,1278,普通物理-電、磁、光實驗
D053000033,3767,全民國防教育軍事訓練(二)
D075055820,1306,機率論
D025215120,1286,程式設計(III)
D044200183,2136,經濟學(二)
D046802453,1300,微積分(二)
D0513855,1330,數位信號處理導論
D038835391,1307,系統程式
D011501046,2160,管理科學
D0991868,1303,邏輯設計實習
D0988647,1316,資料庫系統
D0936001,1274,班級活動
D0644731,3048,彩排與公演
D045568541,1329,電子商務安全
D094489965,3009,基礎影音製作
D083303029,2175,管理資訊系統
D078856585,2996,劇場服裝設計及製作
D082997854,1327,物件導向設計實習
D009789074,3006,性別差異與性別平等
D081908622,2160,管理科學
D036808403,1304,系統程式
D040712567,3779,全民國防教育軍事訓練(二)
D088717036,2147,資訊網路
D044694692,2175,管理資訊系統
D021076039,2194,行銷管理
D0632201,2981,美好時光，社群聚場
D079249133,2151,組織行為
D0848535,2956,管理面面觀
D055704953,2137,經濟學(二)實習
D057452937,2876,日本歷史與文化
D034998274,3829,Android Apps創意程式設計
D0898496,2140,班級活動
D086164818,1303,邏輯設計實習
D088946337,2165,消費者行為
D001810271,1303,邏輯設計實習
D0594113,1283,邏輯設計實習
D036477302,1325,UNIX應用與實務
D015531179,2174,國際企業管理
D073747376,2927,系統品質建模與挑戰
D072392393,3767,全民國防教育軍事訓練(二)
