D069320941,2192,綠色企業與創業
D0865756,1338,計算機演算法
D0933593,2196,財務管理
D0929390,1320,機率論
D062157155,2150,商事法
D057713809,1274,班級活動
D0680146,2165,消費者行為
D039543981,1307,系統程式
D010794159,1971,雲端應用系統開發
D022415486,1298,普通物理-電、磁、光實驗
D0599854,1309,機率論
D0637453,3027,生活中的工程與科技
D0701843,1353,雲端計算
D080621812,1324,資訊與網路安全
D079579797,1332,計算機演算法
D0874432,2910,台灣環境與永續生活
D0819101,1297,程式設計(IV)
D045439933,2896,音樂與人生
D0719113,2980,從空間看世界
D075451318,2154,管理科學
D0862835,2159,統計學(二)實習
D089216873,3779,全民國防教育軍事訓練(二)
D0580191,2917,莎士比亞與電影
D0931627,2152,統計學(二)
D004779735,2911,電影與性別
D0619294,2932,衛星科技應用
D0629353,1278,普通物理-電、磁、光實驗
D082860714,2160,管理科學
D031045827,3780,全民國防教育軍事訓練(二)
D054481794,2934,醫學與人生
D0958356,2144,經濟學(二)
D0579216,2150,商事法
D010121863,2171,管理資訊系統
D050342365,1331,計算機結構學
D049299526,2933,環境與公害
D0620351,1367,資訊專題研討(八)
D018843866,1302,邏輯設計
D0998972,2168,企業倫理與社會責任
D093734813,1334,計算機結構學
D0889644,2175,管理資訊系統
D094508895,1299,微積分(二)實習
D065630914,2905,批判思考
D064795959,1310,系統分析與設計
D046975133,2184,職場英文
D051731694,1304,系統程式
D054574083,2902,應用文
D069581601,2158,統計學(二)
D055671538,2001,電子商務安全
D061952119,1289,微積分(二)實習
D051635909,3000,敲開古典音樂之門
D071886091,2154,管理科學
D0587625,2946,國際關係
D069618499,2195,作業管理
D0754339,1306,機率論
D0930740,2988,劇場實務（二）
D033491615,2170,國際企業管理
D0727571,1329,電子商務安全
D091973900,2997,舞台道具製作
D0839700,1292,邏輯設計
D096342695,3009,基礎影音製作
D037816292,1348,資訊專題研討(二)
D0973258,1338,計算機演算法
D0608754,1300,微積分(二)
D008206572,1316,資料庫系統
D040200026,3007,科技與藝術
D081401451,1281,線性代數
D0918720,3780,全民國防教育軍事訓練(二)
D0796714,1973,人工智慧概論與實務
D0748290,1356,資料探勘
D011446316,2142,會計學(二)
D023250130,1340,計算機結構學
D065810699,1291,線性代數
D0705311,2907,旅遊與多元學習
D052826078,2888,台灣民間信仰
D037351298,1315,系統程式
D082536435,2145,經濟學(二)實習
D034800928,1972,軟體品質保證與軟體測試
D060928443,2172,企業倫理與社會責任
D0771288,2151,組織行為
D054077393,2174,國際企業管理
D038142420,2153,統計學(二)實習
D0946688,2159,統計學(二)實習
D086815222,3008,創意運動英文學習
D079512251,1332,計算機演算法
D037493295,2160,管理科學
D010535363,1278,普通物理-電、磁、光實驗
D056690316,2171,管理資訊系統
D081642076,1353,雲端計算
D0892272,2135,會計學(二)實習
D044881597,1350,型樣識別
D011354185,1284,班級活動
D066780618,1276,程式設計(III)
D014101847,1281,線性代數
D012432226,1972,軟體品質保證與軟體測試
D034819609,2167,應用程式設計
D001181067,2147,資訊網路
D097292395,1293,邏輯設計實習
D036332380,2885,台灣民間信仰
D0553033,2951,心理學整合與發展
D077324726,1307,系統程式
