D097178361,1300,微積分(二)
D043237043,2144,經濟學(二)
D074511273,2150,商事法
D061397712,2158,統計學(二)
D064717005,2194,行銷管理
D0885461,3779,全民國防教育軍事訓練(二)
D019022352,2184,職場英文
D061717688,2194,行銷管理
D0981282,2982,智慧的天空之眼
D004452003,1302,邏輯設計
D0660285,3767,全民國防教育軍事訓練(二)
D091284891,2886,台灣民間信仰
D078661783,1281,線性代數
D0517590,2934,醫學與人生
D0586432,2982,智慧的天空之眼
D0934402,1347,文獻研討(二)
D002078045,2928,奈米科技與生活
D062097512,2937,性別與心理衛生
D071879413,2973,行政領導與人脈經營
D082237936,1307,系統程式
D0972796,3815,Android Apps創意程式設計
D0826689,1337,計算機結構學
D035654063,2968,心理劇與自我成長
D0612359,2175,管理資訊系統
D0631916,2132,班級活動
D0826689,1338,計算機演算法
D071511368,2158,統計學(二)
D034140192,1351,研究報告寫作
D075463823,2146,管理學
D024243261,1317,機率論
D0553533,2202,服務業行銷
D022549150,1340,計算機結構學
D038749285,2897,音樂與人生
D0895763,2919,生命科學
D072101452,1319,資料庫系統
D0895226,1317,機率論
D0640910,2926,創新綠色科技
D0682971,2196,財務管理
D0509793,3041,現代韓國社會和文化
D008522825,1306,機率論
D0972065,2178,企業資源規劃實務(二)
D003618240,3780,全民國防教育軍事訓練(二)
D0966274,2132,班級活動
D077525505,2159,統計學(二)實習
D093892711,1304,系統程式
D042750369,2956,管理面面觀
D038475177,1322,物件導向設計
D035764991,2172,企業倫理與社會責任
D069390876,2908,旅遊與多元學習	
D042689133,1321,系統分析與設計
D075884383,3817,iOS APP程式設計
D0894145,2932,衛星科技應用
D0787546,2150,商事法
D0896448,2929,殺蟲劑與生活
D041613276,2163,行銷管理個案研究
D0518819,3767,全民國防教育軍事訓練(二)
D036984503,1319,資料庫系統
D0925417,2898,現代散文
D032273342,2946,國際關係
D011841166,2882,文學、電影DIY
D0993295,3048,彩排與公演
D0976712,3030,氣候變遷對臺灣之衝擊
D038518539,2153,統計學(二)實習
D051753474,2881,文學與生活
D035865674,3780,全民國防教育軍事訓練(二)
D0908653,2175,管理資訊系統
D093614597,2147,資訊網路
D069659836,3767,全民國防教育軍事訓練(二)
D0946728,2158,統計學(二)
D026647517,1281,線性代數
D0545334,2185,產業與競爭分析
D030985698,2154,管理科學
D0589337,2940,智慧城市實務分析
D0707358,1301,線性代數
D082198947,2913,世界音樂賞析
D0874432,2879,倫理價值與生命哲學
D052250927,2152,統計學(二)
D0707673,2156,商事法
D025153682,2908,旅遊與多元學習	
D084922434,1319,資料庫系統
D076210525,1278,普通物理-電、磁、光實驗
D041020159,3809,前瞻時尚與潮流
D021825514,1293,邏輯設計實習
D0970724,1335,計算機演算法
D069057250,2989,培育3D設計夢想號學生大使
D0925803,2153,統計學(二)實習
D0776746,2875,世界音樂文化
D011541639,1318,系統程式
D0967066,3018,旅遊與多元學習
D059090748,1331,計算機結構學
D082567620,1337,計算機結構學
D063185362,1303,邏輯設計實習
D0779361,3025,衛星科技應用
D0651806,2154,管理科學
D048587754,2156,商事法
D0535265,1341,計算機演算法
D060299857,1282,邏輯設計
D054693685,1286,程式設計(III)
D012456673,2170,國際企業管理
D033968919,2150,商事法
